"brand","model","model_year","milage","fuel_type","engine","transmission","ext_col","int_col","accident","clean_title","price"
"Chevrolet","Camaro 1LT","2011","111,000 mi.","Gasoline","312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","None reported","Yes",10900
"GMC","Acadia SLT-2","2013","115,000 mi.","Gasoline","288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Brown","None reported","Yes",14000
"Chevrolet","Malibu Premier","2021","33,400 mi.","Gasoline","250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",28000
"Toyota","Sequoia SR5","2007","136,000 mi.","Gasoline","273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Beige","None reported","Yes",12500
"Lexus","IS 350 F Sport","2021","26,800 mi.","Gasoline","311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Red","None reported","Yes",44000
"Tesla","Model Y Performance","2022","30,000 mi.","Other","455.0HP Electric Motor Electric Fuel System","A/T","White","White","None reported","Yes",51999
"Dodge","Challenger SRT8","2008","251,634 mi.","Gasoline","425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","None reported","Yes",10500
"Chrysler","300 Touring","2005","119,000 mi.","Gasoline","250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","None reported","Yes",3500
"Cadillac","Escalade Sport Platinum","2021","28,121 mi.","Gasoline","6.2L V8 16V GDI OHV","10-Speed Automatic","Black Raven","Jet Black","None reported","No",89000
"Chrysler","Town & Country Touring","2009","111,000 mi.","Gasoline","197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Gray","None reported","Yes",7900
"Mazda","CX-5 Touring","2016","116,500 mi.","Gasoline","2.5L I4 16V GDI DOHC","6-Speed Automatic","Blue Reflex Mica","Black","None reported","Yes",14311
"Acura","TL 3.2","2005","199,296 mi.","Gasoline","270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Gray","None reported","Yes",4900
"Chevrolet","Corvette Z06 w/2LZ","2023","202 mi.","Gasoline","670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Red","None reported","Yes",179000
"Tesla","Model Y Performance","2021","11,200 mi.","Other","455.0HP Electric Motor Electric Fuel System","1-Speed A/T","White","Black","None reported","Yes",47500
"Volvo","XC40 T5 Momentum","2020","56,536 mi.","Gasoline","2.0L I4 16V GDI DOHC Turbo","8-Speed Automatic","White","Charcoal","None reported","No",26599
"Chevrolet","Camaro 2SS","2016","49,600 mi.","Gasoline","455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Black","None reported","Yes",32500
"Acura","TLX Type S PMC Edition","2023","13,600 mi.","Gasoline","355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Blue","White","None reported","Yes",65000
"Volkswagen","Eos 2.0T","2007","59,700 mi.","Gasoline","200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","White","None reported","Yes",10000
"Dodge","Charger R/T Scat Pack","2018","19,000 mi.","Gasoline","485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Purple","Gray","None reported","Yes",44888
"Chevrolet","Corvette Z06","2002","17,300 mi.","Gasoline","405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Black","None reported","Yes",33999
"Mercedes-Benz","CLA-Class CLA 250","2014","91,140 mi.","Gasoline","208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","7-Speed A/T","Gray","Black","None reported","Yes",13500
"BMW","M5 Base","2015","33,000 mi.","Gasoline","560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Gray","Black","None reported","Yes",65000
"Jeep","Wrangler Unlimited Sport","2019","52,775 mi.","Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Black","None reported","Yes",39799
"Mitsubishi","Lancer Sportback ES","2011","113,000 mi.","Gasoline","148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","White","Black","None reported","Yes",5800
"Porsche","Macan Base","2022","13,000 mi.","Gasoline","261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Black","Beige","None reported","Yes",60000
"Mercedes-Benz","CLK-Class CLK 350","2009","77,925 mi.","Gasoline","268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Silver","Black","None reported","Yes",16500
"Dodge","Challenger SRT8","2011","106,500 mi.","–","–","5-Speed A/T","White","White","At least 1 accident or damage reported","Yes",22500
"Mazda","Mazda3 Grand Touring","2018","15,175 mi.","Gasoline","2.5L I4 16V GDI DOHC","6-Speed Automatic","Snowflake White Pearl Metallic","Parchment","At least 1 accident or damage reported","No",19212
"Audi","A3 2.0T Premium","2017","137,000 mi.","Gasoline","186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Gray","None reported","Yes",10995
"BMW","528 i","2015","111,000 mi.","Gasoline","240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","–","At least 1 accident or damage reported","Yes",15000
"Land","Rover Range Rover 3.0L V6 Supercharged HSE","2019","49,208 mi.","Gasoline","380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",62425
"Audi","S5 3.0T Prestige","2018","44,000 mi.","Gasoline","354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Black","None reported","Yes",39000
"Porsche","718 Boxster Base","2017","26,000 mi.","Gasoline","300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Gray","Black","None reported","Yes",45500
"Chevrolet","Corvette Stingray w/2LT","2020","1,800 mi.","Gasoline","490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Black","None reported","Yes",76000
"Lamborghini","Urus Pearl Capsule","2021","3,771 mi.","Gasoline","4L V-8 gasoline direct injection, DOHC, variable valve control,","Automatic","Grigio Nimbus","Bianco Polar","None reported","No",259991
"Maserati","Quattroporte S","2012","50,000 mi.","Gasoline","425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Black","None reported","Yes",26497
"Subaru","Impreza 2.0i","2018","93,000 mi.","Gasoline","152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","Silver","Black","At least 1 accident or damage reported","Yes",16000
"Mercedes-Benz","AMG GT C","2020","15,000 mi.","Gasoline","550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Gray","Black","None reported","Yes",129000
"Mazda","Mazda6 i Touring","2016","119,500 mi.","Gasoline","184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Silver","Black","None reported","Yes",15000
"Porsche","Macan S","2016","50,000 mi.","Gasoline","340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Blue","Red","None reported","Yes",36000
"Porsche","Panamera 4","2011","85,000 mi.","Gasoline","300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","Gray","Beige","None reported","No",21500
"Genesis","G70 3.3T Advanced","2019","48,000 mi.","Gasoline","365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",29999
"Jeep","Wrangler Sport","2021","11,756 mi.","Gasoline","2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin","Automatic","Granite Crystal Metallic Clearcoat","Black","At least 1 accident or damage reported","No",33400
"Audi","Q5 2.0T Premium Plus","2018","50,400 mi.","Gasoline","252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Beige","None reported","Yes",28500
"BMW","335 i xDrive","2012","153,600 mi.","Gasoline","300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Black","None reported","Yes",17500
"Land","Rover Range Rover P530 SE","2023","1,869 mi.","Gasoline","4.4L V8 32V GDI DOHC Twin Turbo","Automatic","Eiger Grey","Deep Garnet","None reported","Yes",164725
"Dodge","Durango SRT 392","2022","31,917 mi.","Gasoline","475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Black","None reported","Yes",64683
"BMW","M3 Base","2016","56,235 mi.","Gasoline","425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Orange","Orange","None reported","Yes",50500
"Ford","Fiesta ST","2019","28,724 mi.","Gasoline","197.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","Black","At least 1 accident or damage reported","Yes",18300
"Lincoln","MKS Base","2015","124,400 mi.","Gasoline","305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Black","At least 1 accident or damage reported","Yes",9500
"Chevrolet","Tahoe Premier","2020","137,000 mi.","Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",46000
"Ferrari","F430 Berlinetta","2005","38,686 mi.","Gasoline","483.0HP 4.3L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Red","None reported","Yes",99999
"Ford","F-250 Platinum","2022","6,600 mi.","Gasoline","430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Blue","Black","At least 1 accident or damage reported","Yes",72900
"Mercedes-Benz","SLK-Class SLK280 Roadster","2007","67,200 mi.","Gasoline","228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","None reported","Yes",11500
"Porsche","Macan","2021","16,554 mi.","Gasoline","2.0 Liter","Automatic","White","Beige","None reported","No",51698
"BMW","X5 PHEV xDrive45e","2023","15,736 mi.","Plug-In Hybrid","389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas","8-Speed A/T","Blue","Brown","None reported","Yes",67900
"Mercedes-Benz","E-Class E500","2005","153,460 mi.","Gasoline","302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","A/T","Gold","Gold","At least 1 accident or damage reported","Yes",5800
"Acura","TL 3.7","2012","70,000 mi.","Gasoline","305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",15051
"Hyundai","Equus Signature","2011","143,898 mi.","Gasoline","378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Gray","Brown","None reported","Yes",9950
"Mercedes-Benz","SL-Class SL500 Roadster","2003","26,190 mi.","Gasoline","302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","A/T","Gold","Beige","None reported","Yes",22000
"Toyota","Land Cruiser Base","2000","209,193 mi.","Gasoline","230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Beige","None reported","Yes",15900
"RAM","2500 Big Horn","2018","27,839 mi.","Gasoline","6.4L V8 16V MPFI OHV","6-Speed Automatic","Granite Crystal Clearcoat Metallic","Diesel Gray / Black","None reported","Yes",41688
"Chevrolet","Silverado 2500 WT","2018","141,195 mi.","E85 Flex Fuel","6.0L V8 16V MPFI OHV Flexible Fuel","6-Speed Automatic","Summit White","Dark Ash","None reported","No",28499
"Porsche","Macan S","2022","20,250 mi.","Gasoline","375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Beige","None reported","Yes",68500
"Jeep","Grand Cherokee L Limited","2022","18,333 mi.","Gasoline","3.6L V6 24V MPFI DOHC","8-Speed Automatic","Velvet Red Pearlcoat","Global Black","None reported","No",41599
"Mercedes-Benz","E-Class E 350","2014","35,000 mi.","Gasoline","302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Red","Beige","None reported","Yes",29998
"Dodge","Magnum Base","2006","133,255 mi.","Gasoline","250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Gray","None reported","Yes",4000
"Porsche","Macan Turbo","2021","14,526 mi.","Gasoline","2.9 Liter Turbo","Automatic","Black","–","None reported","No",79998
"Mercedes-Benz","E-Class E 550","2014","43,690 mi.","Gasoline","402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",23500
"Porsche","Macan S","2020","29,136 mi.","Gasoline","3.0 Liter Turbo","Automatic","White","Red","None reported","No",58598
"Cadillac","XT5 Luxury","2017","72,060 mi.","Gasoline","3.6L V6 24V GDI DOHC","8-Speed Automatic","Stellar Black Metallic","Shara Beige","None reported","No",24590
"Toyota","Tundra Platinum","2023","8,800 mi.","Gasoline","389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","None reported","Yes",68500
"Nissan","Versa 1.6 SL","2015","85,768 mi.","Gasoline","109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","White","Black","At least 1 accident or damage reported","Yes",8250
"Mercedes-Benz","AMG GT 53 Base","2022","2,235 mi.","Hybrid","429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","Transmission w/Dual Shift Mode","Gray","Red","None reported","Yes",110000
"Buick","Enclave Avenir","2019","121,521 mi.","Gasoline","3.6L V6 24V GDI DOHC","9-Speed Automatic","Dark Slate Metallic","Ebony / Ebony Accents","None reported","Yes",26772
"Porsche","911 GT3","2015","23,700 mi.","Gasoline","475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",144940
"BMW","328 i","2013","124,000 mi.","Gasoline","230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","A/T","White","Beige","None reported","Yes",11900
"Acura","ILX Premium Package","2018","32,260 mi.","Gasoline","201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",20999
"Lexus","GX 460 Base","2015","92,000 mi.","Gasoline","301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",28000
"Toyota","Land Cruiser Base","2010","269,885 mi.","Gasoline","381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Beige","At least 1 accident or damage reported","Yes",22500
"Chevrolet","Corvette Base","2008","51,855 mi.","Gasoline","430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Red","Red","None reported","Yes",35900
"Mazda","Mazda6 i Touring","2015","124,000 mi.","Gasoline","184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Beige","At least 1 accident or damage reported","Yes",12900
"Jaguar","F-TYPE R","2015","26,000 mi.","Gasoline","550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Red","None reported","Yes",52500
"Audi","A3 2.0T Premium","2018","36,500 mi.","Gasoline","220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Gray","Silver","At least 1 accident or damage reported","Yes",25500
"Chevrolet","Camaro 2SS","2022","1,400 mi.","Gasoline","455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",54900
"Jeep","Wrangler Unlimited Sport S","2018","17,000 mi.","Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",38500
"Honda","Civic Sport","2021","42,750 mi.","Gasoline","1.5L I4 16V GDI DOHC Turbo","Automatic CVT","Black","Black","None reported","Yes",25698
"Porsche","Cayman Base","2011","67,998 mi.","Gasoline","265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Beige","None reported","Yes",30000
"Ford","Mustang GT","2008","64,500 mi.","Gasoline","300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","5-Speed M/T","Black","Red","At least 1 accident or damage reported","Yes",16000
"Toyota","FJ Cruiser Base","2007","102,000 mi.","Gasoline","239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Blue","Black","None reported","Yes",24900
"Land","Rover Discovery SE","2004","145,000 mi.","Gasoline","217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","A/T","Green","Beige","None reported","Yes",15500
"Porsche","718 Boxster S","2018","50,000 mi.","Gasoline","350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","At least 1 accident or damage reported","Yes",55000
"Chevrolet","Corvette Base","2004","37,622 mi.","Gasoline","350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","None reported","Yes",25500
"Toyota","Avalon Limited","2006","89,987 mi.","Gasoline","268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","5-Speed A/T","Green","Beige","None reported","Yes",9499
"INFINITI","QX80 Base","2015","136,390 mi.","Gasoline","5.6L V8 32V GDI DOHC","7-Speed Automatic","Black Obsidian","Black","None reported","Yes",20470
"Cadillac","DeVille Base","1994","90,000 mi.","–","–","A/T","Green","Beige","At least 1 accident or damage reported","Yes",2990
"Chevrolet","Camaro 2SS","2015","27,000 mi.","Gasoline","426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Beige","None reported","Yes",33000
"Jeep","Liberty Renegade","2004","144,770 mi.","Gasoline","210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","4-Speed A/T","Beige","Beige","At least 1 accident or damage reported","Yes",6500
"Toyota","4Runner Trail","2011","157,000 mi.","Gasoline","270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Beige","None reported","Yes",23500
"BMW","328 i xDrive","2010","132,000 mi.","Gasoline","230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Silver","Black","At least 1 accident or damage reported","Yes",8500
"Ford","Excursion Limited Ultimate","2002","137,000 mi.","Diesel","250.0HP 7.3L 8 Cylinder Engine Diesel Fuel","4-Speed A/T","Gold","Gold","None reported","Yes",15000
"Lexus","IS 300 Base","2018","50,992 mi.","Gasoline","260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","White","Gray","At least 1 accident or damage reported","Yes",28000
"Cadillac","CTS Performance","2010","105,760 mi.","Gasoline","270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",12900
"Lexus","LC 500 Base","2018","29,800 mi.","Gasoline","471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",68495
"BMW","540 i xDrive","2019","21,000 mi.","Gasoline","335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Blue","Black","At least 1 accident or damage reported","Yes",42000
"Chevrolet","Corvette Base","1998","152,195 mi.","Gasoline","340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",9900
"Hummer","H2 Base","2006","169,900 mi.","Gasoline","325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel","A/T","Orange","Black","At least 1 accident or damage reported","Yes",16900
"Volvo","XC90 3.2","2008","196,000 mi.","Gasoline","235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel","A/T","Black","Beige","None reported","Yes",6499
"Jeep","Wrangler Unlimited Sahara","2009","180,036 mi.","Gasoline","202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",9100
"Land","Rover Discovery HSE LUXURY","2017","57,918 mi.","Gasoline","340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Gray","None reported","Yes",33500
"BMW","340 i","2017","98,600 mi.","Gasoline","320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Black","None reported","Yes",26500
"Ford","F-250 Lariat","2018","120,000 mi.","Diesel","450.0HP 6.7L 8 Cylinder Engine Diesel Fuel","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",55000
"BMW","M3 Competition","2022","14,269 mi.","Gasoline","503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Orange","None reported","Yes",80000
